date,startup,vertical,subvertical,location,investor,investment_type,amount,month,year
11-09-2017,Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed Funding,0,9,2017
11-09-2017,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,IDG Ventures,Private Equity,0,9,2017
11-09-2017,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,IDFC-Parampara Capital,Private Equity,0,9,2017
11-10-2017,Qubole,Technology,Big Data based analytics platform,Bangalore,Singtel,Private Equity,203.8,10,2017
11-10-2017,Qubole,Technology,Big Data based analytics platform,Bangalore,Innov8,Private Equity,203.8,10,2017
11-10-2017,Qubole,Technology,Big Data based analytics platform,Bangalore,Harmony Partners,Private Equity,203.8,10,2017
11-10-2017,Happily Unmarried,eCommerce,Online Gifting platform,New Delhi,Wipro Consumer Care,Private Equity,0,10,2017
13-11-2017,Universal Sportsbiz Pvt. Ltd,eCommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,Private Equity,122.28,11,2017
14-11-2017,Hungry Foal,eCommerce,Healthy & Nutrition based snacks online platform,Gurgaon,GAIL India Ltd,Seed Funding,0,11,2017
14-11-2017,Active.ai,Technology,AI based FinTech platform,Bangalore,Vertex Ventures Southeast Asia (SEA),Private Equity,67.254,11,2017
15-11-2017,Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed Funding,7.337,11,2017
15-11-2017,ElderAid Wellness,Healthcare,Social Healthcare Enterprise,Bangalore,Rugmini Menon,Angel Funding,0,11,2017
15-11-2017,Omnia Information,Technology,WiFi Analytics Platform,New Delhi,Omidiyar Network,Private Equity,24.456,11,2017
15-11-2017,Josh Talks,Inspiration,Storytelling platform,Gurgaon,Girish Mathrubootham,Private Equity,0,11,2017
15-11-2017,Josh Talks,Inspiration,Storytelling platform,Gurgaon,Apurva Chamaria,Private Equity,0,11,2017
15-11-2017,Josh Talks,Inspiration,Storytelling platform,Gurgaon,Rohit Chanana,Private Equity,0,11,2017
15-11-2017,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,Nishit Sharma,Seed Funding,0,11,2017
15-11-2017,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,Alok Srivastava,Seed Funding,0,11,2017
17-11-2017,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/ Angel Funding,1.63,11,2017
17-11-2017,Perspectico,Technology,Placement preparation and career growth training platform,New Delhi,SSCBS Innovation,Seed/ Angel Funding,0,11,2017
17-11-2017,Perspectico,Technology,Placement preparation and career growth training platform,New Delhi,Incubation Foundation (SIIF),Seed/ Angel Funding,0,11,2017
20-11-2017,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/ Angel Funding,5.641,11,2017
21-11-2017,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,Skycatcher Fund,Seed/ Angel Funding,2.684,11,2017
21-11-2017,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,Aravind Sanka,Seed/ Angel Funding,2.684,11,2017
21-11-2017,Heckyl,Technology,Big Data Analytics Platform,Mumbai,Notion Capital,Private Equity,22.01,11,2017
21-11-2017,Heckyl,Technology,Big Data Analytics Platform,Mumbai,IDG Ventures,Private Equity,22.01,11,2017
21-11-2017,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/ Angel Funding,3.261,11,2017
21-11-2017,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,Vida Ventures,Seed/ Angel Funding,2.038,11,2017
21-11-2017,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,Dr. Aniruddha Malpani,Seed/ Angel Funding,2.038,11,2017
21-11-2017,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,Sabre Partners,Private Equity,211.952,11,2017
21-11-2017,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,MEMG CDC,Private Equity,211.952,11,2017
21-11-2017,Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,0,11,2017
21-11-2017,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,1630.4,11,2017
22-11-2017,MiStay,Technology,Online Hotel Reservation Platform,Bangalore,Axilor Ventures,Seed/ Angel Funding,0,11,2017
23-11-2017,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,S,Seed/ Angel Funding,0,11,2017
23-11-2017,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,eep Aggarwal,Seed/ Angel Funding,0,11,2017
24-11-2017,IDG Ventures,Finance,Venture Capitalist,Bangalore,Unilever Ventures,Private Equity,81.52,11,2017
24-11-2017,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/ Angel Funding,2.038,11,2017
27-11-2017,Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed Investors,Private Equity,2201.04,11,2017
27-11-2017,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/ Angel Funding,0.318,11,2017
27-11-2017,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,30.978,11,2017
28-11-2017,Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,105.976,11,2017
28-11-2017,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital Finance,Debt Funding,12.228,11,2017
28-11-2017,MobieFit,Healthcare,Health and fitness based mobile App,Goa,NB Ventures,Seed/ Angel Funding,11.005,11,2017
28-11-2017,MobieFit,Healthcare,Health and fitness based mobile App,Goa,Medi Assist,Seed/ Angel Funding,11.005,11,2017
28-11-2017,Stanza Living,Technology,Student accommodation platform,New Delhi,Matrix Partners,Private Equity,16.304,11,2017
28-11-2017,Stanza Living,Technology,Student accommodation platform,New Delhi,Accel Partners,Private Equity,16.304,11,2017
10-03-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,Startup Buddy,Seed Funding,0,3,2017
10-03-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,Apurva Chamaria,Seed Funding,0,3,2017
10-03-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,Sachin Arora,Seed Funding,0,3,2017
10-03-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,Bharat Gupta,Seed Funding,0,3,2017
10-03-2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,Amit Manocha,Seed Funding,0,3,2017
10-03-2017,HomeCapital,Consumer Internet,Home Loan Down payment assistance program,Mumbai,Venture Catalysts,Seed Funding,0,3,2017
10-03-2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,Tencent,Private Equity,896.72,3,2017
10-03-2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,SoftBank Group,Private Equity,896.72,3,2017
10-04-2017,Elanic,Consumer Internet,P2P platform for Fashion sales,Bangalore,Digital Garage Inc,Seed Funding,0,4,2017
10-04-2017,CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels LLP,Seed Funding,2.495,4,2017
10-04-2017,Phone Pe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,315.482,4,2017
10-05-2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,Blume Ventures,Private Equity,8.152,5,2017
10-05-2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,IDG Ventures,Private Equity,8.152,5,2017
10-05-2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,Indian Angel Network,Private Equity,8.152,5,2017
10-05-2017,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor Angel Fund,Seed Funding,3.668,5,2017
10-05-2017,Zefo,eCommerce,Ecommerce Portal for Used Goods,Bangalore,Sequoia Capital India,Private Equity,74.998,5,2017
10-05-2017,Zefo,eCommerce,Ecommerce Portal for Used Goods,Bangalore,Helion Venture Partners,Private Equity,74.998,5,2017
10-05-2017,Zefo,eCommerce,Ecommerce Portal for Used Goods,Bangalore,Beenext Ventures,Private Equity,74.998,5,2017
10-06-2017,Yaantra,eCommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,25.271,6,2017
10-06-2017,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,Epsilon Venture Partners,Private Equity,65.216,6,2017
10-06-2017,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,Tara India Fund IV,Private Equity,65.216,6,2017
10-06-2017,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,Others,Private Equity,65.216,6,2017
10-06-2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,Das Capital,Private Equity,81.52,6,2017
10-06-2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,Axan Partners,Private Equity,81.52,6,2017
10-06-2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,IT Farm,Private Equity,81.52,6,2017
10-06-2017,Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,Das Capital,Private Equity,16.304,6,2017
10-06-2017,Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,Simile Ventures,Private Equity,16.304,6,2017
10-09-2017,Agrowave,Technology,Agriculture Supply Chain management solutions,Gurgaon,Daffodil Software,Seed Funding,0,9,2017
10-09-2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,Firoze Irani,Private Equity,22.01,9,2017
10-09-2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,Vipul Parekh,Private Equity,22.01,9,2017
10-09-2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,An,Private Equity,22.01,9,2017
10-09-2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,a Kallugadde,Private Equity,22.01,9,2017
10-09-2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,Rajesh K Murthy,Private Equity,22.01,9,2017
10-09-2017,IBSFintech,Technology,Treasury Risk Management Solution,Bangalore,Shailesh Haribhakti,Seed Funding,0,9,2017
10-09-2017,Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,Bangalore,Aequs Group,Private Equity,0,9,2017
10-09-2017,OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed Funding,2.739,9,2017
10-09-2017,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,Rahul Agarwal,Seed Funding,0,9,2017
10-09-2017,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,Keshav Sanghi,Seed Funding,0,9,2017
10-09-2017,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,Batlivala,Seed Funding,0,9,2017
10-09-2017,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,Karani Securities,Seed Funding,0,9,2017
10-10-2017,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,Multipoint Capital,Private Equity,11.413,10,2017
10-10-2017,Easy Diner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,Saama Capital,Private Equity,36.684,10,2017
10-10-2017,Easy Diner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,DSG Consumer Partners,Private Equity,36.684,10,2017
10-11-2017,Meesho,eCommerce,Online Reseller Network,Bangalore,SAIF Partners,Private Equity,25.271,11,2017
10-11-2017,Meesho,eCommerce,Online Reseller Network,Bangalore,Y Combinator,Private Equity,25.271,11,2017
10-11-2017,Meesho,eCommerce,Online Reseller Network,Bangalore,Venture Highway,Private Equity,25.271,11,2017
10-11-2017,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,8.967,11,2017
10-12-2017,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed Investors,Seed Funding,1.916,12,2017
13-10-2017,PolicyBazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,Wellington Management,Private Equity,627.704,10,2017
13-10-2017,PolicyBazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,DG Ventures India,Private Equity,627.704,10,2017
13-10-2017,PolicyBazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,True North,Private Equity,627.704,10,2017
13-10-2017,Gapoon,Consumer Internet,home maintenance services platform,Bangalore,Vida Ventures,Seed Funding,2.038,10,2017
13-10-2017,Gapoon,Consumer Internet,home maintenance services platform,Bangalore,Snehal Mantri,Seed Funding,2.038,10,2017
13-10-2017,Gapoon,Consumer Internet,home maintenance services platform,Bangalore,Anshu Bahadur,Seed Funding,2.038,10,2017
13-10-2017,Chaayos,eCommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,16.304,10,2017
16-10-2017,KrazyBee,Consumer Internet,Micro Lending Platform,Bangalore,Xiaomi Technologies,Private Equity,65.216,10,2017
16-10-2017,KrazyBee,Consumer Internet,Micro Lending Platform,Bangalore,Shunwei Capital,Private Equity,65.216,10,2017
16-10-2017,RenewBuy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,74.998,10,2017
17-10-2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,Accel Partners,Private Equity,57.064,10,2017
17-10-2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,Zephyr Peacock,Private Equity,57.064,10,2017
18-10-2017,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,57.064,10,2017
18-10-2017,Hasura,Technology,App building platform,Chennai,Nexus,Private Equity,0,10,2017
18-10-2017,Hasura,Technology,App building platform,Chennai,GREE Ventures,Private Equity,0,10,2017
18-10-2017,BlackBuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,62.77,10,2017
18-10-2017,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investors,Seed Funding,4.076,10,2017
23-10-2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,SAIF Partners,Private Equity,57.064,10,2017
23-10-2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,Helion Venture Partners,Private Equity,57.064,10,2017
23-10-2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,FIL Capital Management,Private Equity,57.064,10,2017
23-10-2017,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,DSG Consumer Partners,Private Equity,48.912,10,2017
23-10-2017,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,Sequoia Capital,Private Equity,48.912,10,2017
23-10-2017,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,Saama Capital,Private Equity,48.912,10,2017
23-10-2017,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital Finance,Debt Funding,25.271,10,2017
23-10-2017,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,0.962,10,2017
24-10-2017,TagBox,Technology,Cold Chain monitoring solution,Bangalore,Indian Angel Network,Seed Funding,0,10,2017
24-10-2017,TagBox,Technology,Cold Chain monitoring solution,Bangalore,IAN Fund,Seed Funding,0,10,2017
24-10-2017,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,4.076,10,2017
24-10-2017,ZipLoan,Consumer Internet,SME Lending platform,New Delhi,Matrix Partners,Private Equity,24.456,10,2017
24-10-2017,ZipLoan,Consumer Internet,SME Lending platform,New Delhi,WaterBridge Ventures,Private Equity,24.456,10,2017
24-10-2017,ZipLoan,Consumer Internet,SME Lending platform,New Delhi,Whiteboard Capital,Private Equity,24.456,10,2017
24-10-2017,ZipLoan,Consumer Internet,SME Lending platform,New Delhi,Sarbvir Singh,Private Equity,24.456,10,2017
24-10-2017,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,Blume Ventures,Seed Funding,5.886,10,2017
24-10-2017,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,Indian Angel Network,Seed Funding,5.886,10,2017
24-10-2017,Chevon,Food & Beverage,Frozen Meat provider,Mumbai,Greenfield Advisory,Private Equity,0,10,2017
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,Abhishek Bhatewara,Seed Funding,0,10,2017
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,Vivek Shah,Seed Funding,0,10,2017
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,Haitong Securities,Seed Funding,0,10,2017
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,Suraj Saharan,Seed Funding,0,10,2017
25-10-2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,Paras Arora,Seed Funding,0,10,2017
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,Hunch Ventures,Seed Funding,4.484,10,2017
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,Spiral Ventures,Seed Funding,4.484,10,2017
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,500 Startups,Seed Funding,4.484,10,2017
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,Singapore Angel Network,Seed Funding,4.484,10,2017
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,Citrus Payments,Seed Funding,4.484,10,2017
26-10-2017,BigBasket,eCommerce,Online Grocery portal,Bangalore,Helion Venture Partners,Private Equity,40.76,10,2017
27-10-2017,OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,30.978,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,Incubate Fund,Seed Funding,0,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,S,Seed Funding,0,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,esh Kirkire,Seed Funding,0,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,An,Seed Funding,0,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,Kumar,Seed Funding,0,10,2017
27-10-2017,Olly Credit,Technology,Credit + payment mobile app,New Delhi,Yogesh Chaudhary,Seed Funding,0,10,2017
28-10-2017,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,0.978,10,2017
28-10-2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,62.77,10,2017
30-10-2017,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra,Private Equity,16.304,10,2017
30-10-2017,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Infuse Ventures,Private Equity,16.304,10,2017
31-10-2017,NetMeds,eCommerce,Online Pharmacy,Chennai,TannCam Investment,Private Equity,114.128,10,2017
31-10-2017,NetMeds,eCommerce,Online Pharmacy,Chennai,Sistema Asia Fund,Private Equity,114.128,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,IL,Private Equity,260.864,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,FS,Private Equity,260.864,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,Trust Capital,Private Equity,260.864,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,Rosy Blue Securities,Private Equity,260.864,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,Radhakrishan Damani,Private Equity,260.864,10,2017
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,Rakesh Jhunjhunwala,Private Equity,260.864,10,2017
09-01-2017,Aahaa Stores,eCommerce,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,8.152,1,2017
09-01-2017,MFine,Consumer Internet,Online Doctor Discovery Platform,Bangalore,Stellaris Venture Partners,Private Equity,12.228,1,2017
